CBSA,new_housing_units_permitted,year
17140,6166,2022
17300,4093,2022
17420,924,2022
17460,3733,2022
17660,2039,2022
17780,1775,2022
17820,8844,2022
17860,779,2022
17900,5804,2022
17980,1648,2022
18020,209,2022
18140,12075,2022
18580,1900,2022
18700,286,2022
18880,4122,2022
19060,66,2022
19100,77927,2022
19140,480,2022
19180,2,2022
19300,3417,2022
19340,597,2022
19430,2265,2022
19460,279,2022
19500,21,2022
19660,8746,2022
19740,23009,2022
19780,6122,2022
19820,7945,2022
20020,498,2022
20100,1056,2022
20220,163,2022
20260,756,2022
20500,6392,2022
20700,249,2022
20740,1030,2022
20940,551,2022
21340,2465,2022
21060,1171,2022
21140,387,2022
21300,81,2022
21420,46,2022
21500,238,2022
21660,1759,2022
21780,1186,2022
21820,27,2022
22020,2315,2022
22140,143,2022
22180,2483,2022
22220,7246,2022
22380,738,2022
22420,406,2022
22500,759,2022
22520,274,2022
22540,142,2022
22660,2572,2022
22900,732,2022
23060,2335,2022
23420,3662,2022
23460,157,2022
23540,3137,2022
23580,2067,2022
23900,394,2022
24020,292,2022
24140,418,2022
24220,165,2022
24260,234,2022
24300,969,2022
24340,4198,2022
24420,338,2022
24500,543,2022
24540,6166,2022
24580,1249,2022
24660,2993,2022
24780,928,2022
24860,8244,2022
25060,2903,2022
25180,2148,2022
25220,1458,2022
25260,436,2022
25420,2711,2022
25500,710,2022
25540,1945,2022
25620,154,2022
25860,2637,2022
25940,2951,2022
25980,844,2022
26140,1628,2022
26300,99,2022
26380,872,2022
26420,75633,2022
26580,255,2022
26620,4035,2022
26820,1380,2022
26900,13533,2022
26980,1429,2022
27060,239,2022
27100,141,2022
27140,1234,2022
27180,456,2022
27260,23163,2022
27340,1322,2022
27500,396,2022
27620,179,2022
27740,1024,2022
27780,94,2022
27860,1149,2022
27900,1197,2022
27980,684,2022
28020,457,2022
28100,116,2022
28140,11213,2022
28420,1886,2022
28660,4016,2022
28700,939,2022
28740,446,2022
28940,4838,2022
29020,164,2022
29100,401,2022
29180,2071,2022
29200,1538,2022
29340,1122,2022
29420,2079,2022
29460,12211,2022
29540,1429,2022
29620,973,2022
29700,1272,2022
29740,1105,2022
29820,13066,2022
29940,401,2022
30020,79,2022
30140,364,2022
30300,134,2022
30340,484,2022
30460,2709,2022
30620,109,2022
30700,3349,2022
30780,3338,2022
30860,1108,2022
30980,745,2022
31020,585,2022
31080,32873,2022
31140,5376,2022
31180,3279,2022
31340,805,2022
31420,622,2022
31460,966,2022
31540,5579,2022
31700,844,2022
31740,301,2022
31860,609,2022
31900,247,2022
32580,5951,2022
32780,1080,2022
32820,4301,2022
32900,730,2022
33100,19721,2022
33140,322,2022
33220,130,2022
33260,594,2022
33340,3172,2022
33460,23725,2022
33540,1078,2022
33660,750,2022
33700,674,2022
33740,489,2022
33780,266,2022
33860,797,2022
34060,11,2022
34100,969,2022
34580,579,2022
34620,201,2022
34740,548,2022
34820,12000,2022
34900,1100,2022
34940,5517,2022
34980,28314,2022
35100,690,2022
35300,1346,2022
35380,3443,2022
35620,69753,2022
35660,286,2022
35840,15780,2022
35980,445,2022
36100,6489,2022
36140,838,2022
36220,888,2022
36260,5027,2022
36420,7048,2022
36500,1538,2022
36540,6120,2022
36740,28683,2022
36780,459,2022
36980,247,2022
37100,1368,2022
37340,5258,2022
37460,2288,2022
37620,66,2022
37860,3519,2022
37900,290,2022
37980,14371,2022
38060,47804,2022
38220,67,2022
38300,5867,2022
38340,126,2022
38540,542,2022
38940,7804,2022
38860,3762,2022
38900,12978,2022
39100,1798,2022
39150,2366,2022
39300,2123,2022
39340,8287,2022
39380,497,2022
39460,5676,2022
39540,163,2022
39580,22390,2022
39660,1645,2022
39740,386,2022
39820,375,2022
39900,5812,2022
40060,10414,2022
40140,16747,2022
40220,771,2022
40340,1723,2022
40380,2653,2022
40420,318,2022
40580,427,2022
40660,310,2022
40900,10800,2022
40980,175,2022
41420,2817,2022
41500,1086,2022
41540,4919,2022
41620,10102,2022
41660,322,2022
41700,24336,2022
41740,9346,2022
41860,11180,2022
41940,9428,2022
42020,1111,2022
42100,608,2022
42140,590,2022
42200,1096,2022
42220,2264,2022
42340,3192,2022
42540,608,2022
42660,26661,2022
42680,1183,2022
42700,663,2022
43100,146,2022
43300,2220,2022
43340,915,2022
43420,529,2022
43580,449,2022
43620,5554,2022
43780,742,2022
43900,2596,2022
44060,4022,2022
44100,210,2022
44140,740,2022
44180,1706,2022
44220,183,2022
41060,696,2022
41100,3196,2022
41140,95,2022
41180,9130,2022
44300,654,2022
44420,442,2022
44700,3485,2022
44940,502,2022
45060,532,2022
45220,3059,2022
45300,29968,2022
45460,216,2022
45500,161,2022
45540,4439,2022
45780,1119,2022
45820,429,2022
45940,643,2022
46060,5714,2022
46140,5123,2022
46220,1043,2022
46300,605,2022
46340,830,2022
46520,2526,2022
46540,324,2022
46660,1302,2022
46700,1154,2022
47020,204,2022
47220,120,2022
47260,6313,2022
47300,2385,2022
47380,1393,2022
47460,170,2022
47580,2495,2022
47900,35906,2022
47940,264,2022
48060,179,2022
48140,487,2022
48260,33,2022
48300,861,2022
48540,18,2022
48660,378,2022
48620,2850,2022
48700,113,2022
48900,4421,2022
49020,1041,2022
49180,5480,2022
49340,2252,2022
49420,706,2022
49620,1362,2022
49660,364,2022
49700,738,2022
49740,852,2022
10180,462,2023
10420,940,2023
10500,183,2023
10540,377,2023
10580,1907,2023
10740,2834,2023
10780,241,2023
10900,1735,2023
11020,110,2023
11100,672,2023
11180,262,2023
11260,457,2023
11460,1597,2023
11500,64,2023
11540,753,2023
11700,3926,2023
12020,1026,2023
12060,38639,2023
12100,383,2023
12220,1403,2023
12260,3559,2023
12420,38773,2023
12540,2451,2023
12580,7539,2023
12620,404,2023
12700,547,2023
12940,3281,2023
12980,131,2023
13020,38,2023
13140,1181,2023
13220,91,2023
13380,894,2023
13460,2397,2023
13740,349,2023
13780,338,2023
13820,3392,2023
13900,298,2023
13980,489,2023
14010,215,2023
14020,576,2023
14100,108,2023
14260,9891,2023
14460,10822,2023
14500,1642,2023
14540,1455,2023
14740,2258,2023
14860,1527,2023
15180,1952,2023
15260,786,2023
15380,1261,2023
15500,2730,2023
15540,1196,2023
15680,386,2023
15940,512,2023
15980,13556,2023
16020,79,2023
16060,135,2023
16180,242,2023
16220,218,2023
16300,768,2023
16540,737,2023
16580,609,2023
16620,185,2023
16700,8573,2023
16740,29419,2023
16820,1309,2023
16860,3016,2023
16940,287,2023
16980,15028,2023
17020,929,2023
17140,6241,2023
17300,2939,2023
17420,821,2023
17460,3491,2023
17660,2043,2023
17780,1462,2023
17820,5277,2023
17860,681,2023
17900,5465,2023
17980,639,2023
18020,156,2023
18140,11440,2023
18580,1851,2023
18700,404,2023
18880,5596,2023
19060,72,2023
19100,68029,2023
19140,496,2023
19180,8,2023
19300,4363,2023
19340,614,2023
19430,1766,2023
19460,319,2023
19500,34,2023
19660,7082,2023
19740,20650,2023
19780,5000,2023
19820,6734,2023
20020,458,2023
20100,1105,2023
20220,195,2023
20260,842,2023
20500,7210,2023
20700,222,2023
20740,1501,2023
20940,263,2023
21340,2247,2023
21060,1857,2023
21140,287,2023
21300,79,2023
21420,10,2023
21500,224,2023
21660,1239,2023
21780,898,2023
21820,49,2023
22020,2089,2023
22140,117,2023
22180,2576,2023
22220,6915,2023
22380,1123,2023
22420,380,2023
22500,737,2023
22520,201,2023
22540,133,2023
22660,2686,2023
22900,683,2023
23060,2436,2023
23420,3154,2023
23460,106,2023
23540,1945,2023
23580,1319,2023
23900,338,2023
24020,238,2023
24140,538,2023
24220,165,2023
24260,399,2023
24300,1246,2023
24340,3603,2023
24420,209,2023
24500,151,2023
24540,3627,2023
24580,993,2023
24660,3507,2023
24780,1374,2023
24860,7684,2023
25060,3049,2023
25180,1754,2023
25220,1213,2023
25260,747,2023
25420,1864,2023
25500,595,2023
25540,2114,2023
25620,169,2023
25860,2379,2023
25940,2954,2023
25980,711,2023
26140,2202,2023
26300,84,2023
26380,617,2023
26420,68755,2023
26580,290,2023
26620,5940,2023
26820,1808,2023
26900,12554,2023
26980,1266,2023
27060,343,2023
27100,155,2023
27140,1201,2023
27180,434,2023
27260,20326,2023
27340,1419,2023
27500,313,2023
27620,192,2023
27740,1044,2023
27780,47,2023
27860,1027,2023
27900,797,2023
27980,606,2023
28020,718,2023
28100,86,2023
28140,7514,2023
28420,2059,2023
28660,3580,2023
28700,798,2023
28740,344,2023
28940,6401,2023
29020,138,2023
29100,472,2023
29180,2386,2023
29200,2093,2023
29340,1032,2023
29420,2241,2023
29460,12513,2023
29540,1859,2023
29620,949,2023
29700,1542,2023
29740,861,2023
29820,13073,2023
29940,223,2023
30020,153,2023
30140,259,2023
30300,138,2023
30340,347,2023
30460,2442,2023
30620,77,2023
30700,2137,2023
30780,2664,2023
30860,1040,2023
30980,364,2023
31020,308,2023
31080,30767,2023
31140,6731,2023
31180,2514,2023
31340,1092,2023
31420,567,2023
31460,1109,2023
31540,5361,2023
31700,1382,2023
31740,257,2023
31860,561,2023
31900,132,2023
32580,6899,2023
32780,1384,2023
32820,4058,2023
32900,406,2023
33100,21320,2023
33140,233,2023
33220,156,2023
33260,818,2023
33340,2844,2023
33460,18633,2023
33540,656,2023
33660,917,2023
33700,810,2023
33740,417,2023
33780,258,2023
33860,844,2023
34060,17,2023
34100,832,2023
34580,486,2023
34620,82,2023
34740,312,2023
34820,13176,2023
34900,331,2023
34940,3618,2023
34980,23558,2023
35100,540,2023
35300,1934,2023
35380,3072,2023
35620,63030,2023
35660,355,2023
35840,15928,2023
35980,352,2023
36100,5197,2023
36140,803,2023
36220,690,2023
36260,3400,2023
36420,6736,2023
36500,1512,2023
36540,4719,2023
36740,25415,2023
36780,432,2023
36980,294,2023
37100,1163,2023
37340,6537,2023
37460,2322,2023
37620,96,2023
37860,2823,2023
37900,210,2023
37980,12019,2023
38060,45616,2023
38220,97,2023
38300,6294,2023
38340,145,2023
38540,348,2023
38940,6137,2023
38860,3072,2023
38900,11382,2023
39100,2230,2023
39150,1567,2023
39300,1930,2023
39340,6181,2023
39380,297,2023
39460,4429,2023
39540,524,2023
39580,20619,2023
39660,1574,2023
39740,352,2023
39820,208,2023
39900,4271,2023
40060,9973,2023
40140,20268,2023
40220,621,2023
40340,1174,2023
40380,1723,2023
40420,200,2023
40580,614,2023
40660,327,2023
40900,11941,2023
40980,190,2023
41420,1966,2023
41500,617,2023
41540,4894,2023
41620,9235,2023
41660,252,2023
41700,16485,2023
41740,11469,2023
41860,7530,2023
41940,6227,2023
42020,962,2023
42100,540,2023
42140,926,2023
42200,471,2023
42220,2353,2023
42340,3388,2023
42540,573,2023
42660,17223,2023
42680,1656,2023
42700,712,2023
43100,560,2023
43300,2447,2023
43340,983,2023
43420,486,2023
43580,365,2023
43620,3439,2023
43780,422,2023
43900,2867,2023
44060,3903,2023
44100,246,2023
44140,708,2023
44180,2177,2023
44220,215,2023
41060,681,2023
41100,2820,2023
41140,97,2023
41180,7107,2023
44300,344,2023
44420,605,2023
44700,2170,2023
44940,473,2023
45060,643,2023
45220,2690,2023
45300,25386,2023
45460,140,2023
45500,247,2023
45540,3339,2023
45780,1339,2023
45820,353,2023
45940,969,2023
46060,5255,2023
46140,5009,2023
46220,695,2023
46300,455,2023
46340,753,2023
46520,1851,2023
46540,252,2023
46660,962,2023
46700,1414,2023
47020,90,2023
47220,103,2023
47260,6114,2023
47300,1165,2023
47380,1759,2023
47460,275,2023
47580,1845,2023
47900,23493,2023
47940,481,2023
48060,194,2023
48140,570,2023
48260,16,2023
48300,586,2023
48540,11,2023
48660,274,2023
48620,3533,2023
48700,57,2023
48900,3965,2023
49020,1006,2023
49180,5074,2023
49340,1349,2023
49420,650,2023
49620,1167,2023
49660,290,2023
49700,609,2023
49740,873,2023
