eventid,eventtype,start_year,start_month,start_day,end_year,end_month,end_day,eventagency,borough,category,subcategoryname,zipcode,zip_count_by_year,zip_count_by_month,zip_count_total
752637,Shooting Permit,2023,12,8,2023,12,8,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11211,69,5,1811
752637,Shooting Permit,2023,12,8,2023,12,8,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11222,607,61,9543
752637,Shooting Permit,2023,12,8,2023,12,8,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11249,69,6,1756
752636,Shooting Permit,2023,12,12,2023,12,12,Mayor's Office of Media & Entertainment,Queens,Television,Cable-episodic,11101,376,36,7113
752636,Shooting Permit,2023,12,12,2023,12,12,Mayor's Office of Media & Entertainment,Queens,Television,Cable-episodic,11378,18,8,503
752607,Shooting Permit,2023,12,8,2023,12,8,Mayor's Office of Media & Entertainment,Brooklyn,Television,Cable-episodic,11222,607,61,9543
752601,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11222,607,61,9543
752589,Shooting Permit,2023,12,8,2023,12,8,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10003,88,2,2429
752589,Shooting Permit,2023,12,8,2023,12,8,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10009,42,2,699
752589,Shooting Permit,2023,12,8,2023,12,8,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10010,44,3,1336
752584,Shooting Permit,2023,12,8,2023,12,8,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11222,607,61,9543
752583,Shooting Permit,2023,12,11,2023,12,11,Mayor's Office of Media & Entertainment,Queens,Television,Episodic series,11101,376,36,7113
752583,Shooting Permit,2023,12,11,2023,12,11,Mayor's Office of Media & Entertainment,Queens,Television,Episodic series,11378,18,8,503
752549,Shooting Permit,2023,12,13,2023,12,14,Mayor's Office of Media & Entertainment,Bronx,Television,Episodic series,10454,46,10,802
752549,Shooting Permit,2023,12,13,2023,12,14,Mayor's Office of Media & Entertainment,Bronx,Television,Episodic series,10474,6,1,263
752549,Shooting Permit,2023,12,13,2023,12,14,Mayor's Office of Media & Entertainment,Bronx,Television,Episodic series,11103,7,2,196
752549,Shooting Permit,2023,12,13,2023,12,14,Mayor's Office of Media & Entertainment,Bronx,Television,Episodic series,11105,36,9,557
752541,Shooting Permit,2023,12,8,2023,12,9,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11201,88,6,2701
752528,Shooting Permit,2023,12,12,2023,12,12,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11238,50,3,833
752518,Shooting Permit,2023,12,11,2023,12,11,Mayor's Office of Media & Entertainment,Queens,Television,Cable-episodic,11101,376,36,7113
752517,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11222,607,61,9543
752516,Shooting Permit,2023,12,11,2023,12,11,Mayor's Office of Media & Entertainment,Brooklyn,Television,Cable-episodic,11222,607,61,9543
752515,Shooting Permit,2023,12,8,2023,12,8,Mayor's Office of Media & Entertainment,Queens,WEB,Not Applicable,11101,376,36,7113
752512,Shooting Permit,2023,12,12,2023,12,12,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10031,24,3,656
752512,Shooting Permit,2023,12,12,2023,12,12,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10032,44,4,560
752512,Shooting Permit,2023,12,12,2023,12,12,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10039,7,2,92
752500,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Brooklyn,Television,Cable-episodic,11222,607,61,9543
752496,Shooting Permit,2023,12,8,2023,12,9,Mayor's Office of Media & Entertainment,Queens,Television,Cable-episodic,11105,36,9,557
752496,Shooting Permit,2023,12,8,2023,12,9,Mayor's Office of Media & Entertainment,Queens,Television,Cable-episodic,11418,8,2,183
752496,Shooting Permit,2023,12,8,2023,12,9,Mayor's Office of Media & Entertainment,Queens,Television,Cable-episodic,11419,1,1,27
752473,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11222,607,61,9543
752457,Shooting Permit,2023,12,23,2023,12,23,Mayor's Office of Media & Entertainment,Manhattan,Television,News,10036,332,23,4309
752457,Shooting Permit,2023,12,23,2023,12,23,Mayor's Office of Media & Entertainment,Manhattan,Television,News,10105,217,11,1013
752455,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Queens,Television,Episodic series,11101,376,36,7113
752442,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Manhattan,Television,News,10036,332,23,4309
752440,Shooting Permit,2023,12,19,2023,12,19,Mayor's Office of Media & Entertainment,Manhattan,Television,News,10036,332,23,4309
752439,Shooting Permit,2023,12,16,2023,12,16,Mayor's Office of Media & Entertainment,Manhattan,Television,News,10036,332,23,4309
752438,Shooting Permit,2023,12,15,2023,12,15,Mayor's Office of Media & Entertainment,Manhattan,Television,News,10036,332,23,4309
752436,Shooting Permit,2023,12,14,2023,12,14,Mayor's Office of Media & Entertainment,Manhattan,Television,News,10036,332,23,4309
752435,Shooting Permit,2023,12,10,2023,12,10,Mayor's Office of Media & Entertainment,Manhattan,Television,News,10036,332,23,4309
752326,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11222,607,61,9543
752311,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Manhattan,Television,News,10036,332,23,4309
752305,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Queens,Television,Cable-episodic,11105,36,9,557
752305,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Queens,Television,Cable-episodic,11106,29,3,1877
752302,Shooting Permit,2023,12,6,2023,12,7,Mayor's Office of Media & Entertainment,Queens,Film,Feature,11101,376,36,7113
752301,Shooting Permit,2023,12,4,2023,12,4,Mayor's Office of Media & Entertainment,Manhattan,Television,News,10036,332,23,4309
752301,Shooting Permit,2023,12,4,2023,12,4,Mayor's Office of Media & Entertainment,Manhattan,Television,News,10105,217,11,1013
752293,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10004,55,2,710
752293,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10006,16,3,248
752283,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Queens,Television,Episodic series,11101,376,36,7113
752277,Shooting Permit,2023,12,7,2023,12,8,Mayor's Office of Media & Entertainment,Manhattan,Film,Feature,10036,332,23,4309
752273,Shooting Permit,2023,12,8,2023,12,9,Mayor's Office of Media & Entertainment,Manhattan,Television,Cable-episodic,10013,244,14,3065
752270,Shooting Permit,2023,12,11,2023,12,11,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10016,63,12,1155
752270,Shooting Permit,2023,12,11,2023,12,11,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10018,66,3,1314
752269,Shooting Permit,2023,12,10,2023,12,10,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10016,63,12,1155
752269,Shooting Permit,2023,12,10,2023,12,10,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10018,66,3,1314
752268,Shooting Permit,2023,12,9,2023,12,9,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10016,63,12,1155
752268,Shooting Permit,2023,12,9,2023,12,9,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10018,66,3,1314
752266,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Queens,Commercial,Commercial,11105,36,9,557
752265,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Queens,Commercial,Commercial,11105,36,9,557
752260,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Bronx,Television,Cable-episodic,10454,46,10,802
752250,Shooting Permit,2023,12,11,2023,12,11,Mayor's Office of Media & Entertainment,Queens,Commercial,Commercial,11105,36,9,557
752246,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Queens,Television,Episodic series,11101,376,36,7113
752231,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10002,154,4,2217
752231,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10013,244,14,3065
752220,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11222,607,61,9543
752211,Shooting Permit,2023,12,8,2023,12,8,Mayor's Office of Media & Entertainment,Manhattan,Film,Feature,10001,138,12,2283
752210,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Manhattan,Film,Feature,10001,138,12,2283
752183,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11211,69,5,1811
752183,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11222,607,61,9543
752183,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11249,69,6,1756
752181,Shooting Permit,2023,12,13,2023,12,13,Mayor's Office of Media & Entertainment,Queens,Television,Episodic series,11222,607,61,9543
752181,Shooting Permit,2023,12,13,2023,12,13,Mayor's Office of Media & Entertainment,Queens,Television,Episodic series,11378,18,8,503
752132,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11205,30,1,1052
752132,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11222,607,61,9543
752127,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11222,607,61,9543
752085,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Manhattan,Television,Cable-episodic,10007,71,5,841
752085,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Manhattan,Television,Cable-episodic,10013,244,14,3065
752084,Shooting Permit,2023,12,11,2023,12,11,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10031,24,3,656
752084,Shooting Permit,2023,12,11,2023,12,11,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10032,44,4,560
752084,Shooting Permit,2023,12,11,2023,12,11,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10039,7,2,92
752082,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10011,146,12,3256
752081,Shooting Permit,2023,12,8,2023,12,8,Mayor's Office of Media & Entertainment,Brooklyn,Television,Cable-episodic,11222,607,61,9543
752080,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Brooklyn,Television,Cable-episodic,11222,607,61,9543
752079,Shooting Permit,2023,12,4,2023,12,4,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10011,146,12,3256
752058,Shooting Permit,2023,12,4,2023,12,4,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11222,607,61,9543
752056,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Brooklyn,Television,Cable-episodic,11222,607,61,9543
752046,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Manhattan,Television,Reality,10001,138,12,2283
752045,Shooting Permit,2023,12,7,2023,12,8,Mayor's Office of Media & Entertainment,Queens,Film,Feature,11101,376,36,7113
752041,Shooting Permit,2023,12,3,2023,12,3,Mayor's Office of Media & Entertainment,Brooklyn,WEB,Not Applicable,11231,111,3,1296
752036,Shooting Permit,2023,12,2,2023,12,2,Mayor's Office of Media & Entertainment,Brooklyn,WEB,Not Applicable,11231,111,3,1296
752035,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Queens,Television,Cable-episodic,11101,376,36,7113
752034,Shooting Permit,2023,12,5,2023,12,6,Mayor's Office of Media & Entertainment,Queens,Film,Feature,11101,376,36,7113
751998,Shooting Permit,2023,12,4,2023,12,4,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10024,49,6,880
751998,Shooting Permit,2023,12,4,2023,12,4,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10025,35,4,742
751998,Shooting Permit,2023,12,4,2023,12,4,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10027,52,1,1159
751995,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10011,146,12,3256
751992,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Manhattan,Film,Feature,10001,138,12,2283
751991,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Manhattan,Film,Feature,10001,138,12,2283
751991,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Manhattan,Film,Feature,10016,63,12,1155
751990,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Queens,Television,Cable-episodic,11418,8,2,183
751990,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Queens,Television,Cable-episodic,11433,4,2,34
751988,Shooting Permit,2023,12,3,2023,12,4,Mayor's Office of Media & Entertainment,Queens,Film,Feature,11101,376,36,7113
751986,Shooting Permit,2023,12,4,2023,12,5,Mayor's Office of Media & Entertainment,Queens,Film,Feature,11101,376,36,7113
751985,Shooting Permit,2023,12,3,2023,12,3,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10011,146,12,3256
751983,Shooting Permit,2023,12,2,2023,12,2,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10011,146,12,3256
751968,Shooting Permit,2023,12,2,2023,12,2,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10006,16,3,248
751968,Shooting Permit,2023,12,2,2023,12,2,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10007,71,5,841
751968,Shooting Permit,2023,12,2,2023,12,2,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10038,91,3,1086
751968,Shooting Permit,2023,12,2,2023,12,2,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10282,7,1,160
751963,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Manhattan,Television,Morning Show,10036,332,23,4309
751959,Shooting Permit,2023,12,4,2023,12,4,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11222,607,61,9543
751953,Shooting Permit,2023,12,3,2023,12,3,Mayor's Office of Media & Entertainment,Manhattan,Television,News,10036,332,23,4309
751953,Shooting Permit,2023,12,3,2023,12,3,Mayor's Office of Media & Entertainment,Manhattan,Television,News,10105,217,11,1013
751932,Shooting Permit,2023,12,4,2023,12,4,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10019,134,7,2785
751932,Shooting Permit,2023,12,4,2023,12,4,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10023,78,8,1593
751896,Shooting Permit,2023,12,4,2023,12,4,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10031,24,3,656
751896,Shooting Permit,2023,12,4,2023,12,4,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10032,44,4,560
751888,Shooting Permit,2023,12,1,2023,12,1,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10011,146,12,3256
751883,Shooting Permit,2023,12,4,2023,12,4,Mayor's Office of Media & Entertainment,Brooklyn,Television,Cable-episodic,11222,607,61,9543
751804,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Brooklyn,Television,Episodic series,11222,607,61,9543
751801,Shooting Permit,2023,12,1,2023,12,1,Mayor's Office of Media & Entertainment,Queens,Television,Episodic series,11101,376,36,7113
751790,Shooting Permit,2023,12,1,2023,12,1,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10007,71,5,841
751790,Shooting Permit,2023,12,1,2023,12,1,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10010,44,3,1336
751790,Shooting Permit,2023,12,1,2023,12,1,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10011,146,12,3256
751790,Shooting Permit,2023,12,1,2023,12,1,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10013,244,14,3065
751789,Shooting Permit,2023,12,9,2023,12,9,Mayor's Office of Media & Entertainment,Manhattan,Film,Short,10011,146,12,3256
751788,Shooting Permit,2023,12,6,2023,12,6,Mayor's Office of Media & Entertainment,Brooklyn,Film,Short,11206,36,6,1005
751782,Shooting Permit,2023,12,8,2023,12,8,Mayor's Office of Media & Entertainment,Brooklyn,Film,Short,11237,113,4,1860
751781,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Brooklyn,Film,Short,11233,12,1,189
751739,Shooting Permit,2023,12,7,2023,12,7,Mayor's Office of Media & Entertainment,Manhattan,Still Photography,Not Applicable,10011,146,12,3256
751735,Shooting Permit,2023,12,5,2023,12,5,Mayor's Office of Media & Entertainment,Manhattan,Television,Variety,10001,138,12,2283
751727,Shooting Permit,2023,11,30,2023,11,30,Mayor's Office of Media & Entertainment,Manhattan,Television,Cable-other,10005,62,4,852
751709,Shooting Permit,2023,12,1,2023,12,2,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10032,44,4,560
751709,Shooting Permit,2023,12,1,2023,12,2,Mayor's Office of Media & Entertainment,Manhattan,Television,Episodic series,10033,23,4,382
751695,Shooting Permit,2023,12,10,2023,12,10,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10016,63,12,1155
751695,Shooting Permit,2023,12,10,2023,12,10,Mayor's Office of Media & Entertainment,Manhattan,Commercial,Commercial,10017,75,1,1426
751693,Shooting Permit,2023,12,4,2023,12,4,Mayor's Office of Media & Entertainment,Manhattan,Television,Variety,10001,138,12,2283
